"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"202210","1호선","서울역","707","34","9180","9659","13511","55432","40840","105943","71256","205484","61307","151763","62514","84310","77285","72422","84928","83084","85858","82661","73001","74496","96526","81463","111175","83613","163238","96434","205513","97618","115319","67072","82912","48011","85422","42691","56471","30503","26783","14843","2421","2533","2","172","0","0","0","0","20221103"
"202210","1호선","청량리(서울시립대입구)","1140","22","11658","4314","15271","23232","35969","18706","46390","36162","31180","35799","30495","38504","35576","42083","40807","42462","43347","46475","44436","47179","49603","46084","58421","42109","53071","42581","42612","47635","23114","31406","17789","19383","13787","18317","8706","16070","3302","9629","174","3479","0","1","0","2","0","0","20221103"
"202210","2호선","강변(동서울터미널)","33","0","9119","2689","26718","27666","74289","29335","112784","47823","83758","43383","69108","40030","60281","37727","58755","43689","54615","47379","49070","53451","52046","61839","55334","69030","60051","84173","65139","110057","49496","79156","43201","53998","34968","46458","23147","43104","9249","23369","844","5092","0","138","0","0","0","0","20221103"
"202210","2호선","서울대입구(관악구청)","4154","24","28251","2891","41956","15163","121278","29429","172538","66264","117830","64859","71796","56166","63817","47430","70315","53784","74832","59390","66849","58509","70399","66902","77076","79891","87858","107468","91184","167592","56022","141273","46785","87239","47218","82152","42904","82341","22005","49593","3028","19270","0","3333","0","0","0","0","20221103"
"202210","3호선","경복궁(정부서울청사)","87","0","2558","1703","5735","13258","13576","39407","19760","126638","20780","106034","19969","78866","26442","74610","36313","64395","46181","63962","58769","55435","75714","46283","85266","41465","99726","42340","114836","44579","52732","27373","50708","13209","48213","10867","29367","10110","10921","5797","1150","1472","1","34","0","1","0","0","20221103"
"202210","4호선","미아(서울사이버대학)","77","7","11975","2067","20831","6109","45445","17400","50452","33067","34745","20708","26251","16109","24272","19643","26371","17021","24836","18786","23915","21300","24370","25370","27805","29432","28056","34800","28410","46543","16596","38147","11143","24271","9671","22018","7314","19181","2529","12772","302","2781","0","1","0","0","0","0","20221103"
"202210","4호선","서울역","224","2","4607","1183","6827","20273","12366","37905","14947","79019","14423","51965","12504","29419","14145","27131","15486","32145","14681","32406","15128","30407","17601","33896","22337","36871","44260","41636","58761","41503","24549","32030","16346","23964","14218","21763","10709","17592","5118","9405","523","2458","2","248","0","0","0","0","20221103"
"202210","6호선","봉화산(서울의료원)","10","0","5222","971","14922","2500","46816","6152","39035","13118","20483","7617","15461","6496","12893","6629","13041","8464","11814","9932","10296","10225","9836","12652","10879","15212","12119","21017","10906","31094","5976","29029","3989","17047","3539","14360","2689","14298","1104","8825","148","2966","0","162","0","0","0","0","20221103"
"202210","6호선","화랑대(서울여대입구)","14","0","6582","956","20325","3170","58286","7690","54938","18523","27471","14007","19519","9167","18065","9947","17811","9067","19067","10854","16145","10436","16581","13243","20089","15706","19998","22292","16236","34638","8641","31543","5626","18399","4937","17253","3604","15350","1389","10794","147","3392","0","15","0","0","0","0","20221103"
"202210","7호선","공릉(서울과학기술대)","18","0","6340","919","14275","4238","36309","11417","40982","25198","24291","18880","18663","13858","18416","12224","19163","15268","18785","16764","18110","15720","18941","18435","23826","22272","23154","28007","23984","39807","13409","34962","10553","20376","10431","18466","8816","17343","4441","11604","756","3627","0","0","0","0","0","0","20221103"
"202210","9호선","마곡나루(서울식물원)","3","1","4315","1026","10468","7646","30145","17658","30904","47587","15861","21308","12353","14084","13119","12889","14939","12757","15718","14772","16113","14603","18558","15136","21703","17270","35733","25669","42046","36363","19538","30964","16522","17730","15843","15932","13789","15269","6579","9942","728","3434","0","108","0","0","0","0","20221103"
"202210","경부선","서울역","4","1","75","634","135","3895","9959","6021","23584","6647","16935","5694","16685","4488","18756","2813","20450","4430","17229","4295","10632","3841","22671","4481","18954","4550","20013","7326","22610","9225","19173","5338","13201","3721","20341","3181","14165","3097","7457","648","808","69","1","0","0","0","0","0","20221103"
"202210","경원선","청량리(서울시립대입구)","1167","15","6297","2406","7911","14956","28367","20188","45483","28758","27033","34081","35998","35959","26238","35933","32447","33549","39054","34695","32048","36775","40334","39479","39897","37013","36260","36453","42370","53274","24962","35535","29489","20103","24280","22205","12274","12699","5914","7364","183","3468","0","1","0","0","0","0","20221103"
"202210","경의선","서울역","1","0","903","17","1114","8867","2798","25188","3277","39797","2912","20976","2104","8598","2238","6243","3297","4344","4169","6947","4483","3512","7293","3506","9358","4253","18005","5659","30867","5964","11548","3537","6874","2010","7533","2228","1191","222","2761","1084","1","154","0","0","0","0","0","0","20221103"
"202210","공항철도 1호선","마곡나루(서울식물원)","7","0","2412","837","4892","11004","14305","25267","15979","62801","9195","27024","5869","10876","7100","6717","8426","7012","7965","8410","7809","7670","11352","7646","18636","8827","48249","12793","47835","17873","17741","12736","12139","7853","9966","7364","7589","7063","2596","4316","408","2652","0","0","0","0","0","0","20221103"
"202210","공항철도 1호선","서울역","252","0","3525","1838","3541","14593","11745","20926","15530","27324","13370","24919","14153","18642","16955","17901","20216","20195","20742","18563","15168","15663","23894","16238","28473","18817","31951","21194","35165","22093","27054","18499","20515","12908","23391","10963","16948","8352","9638","3435","121","1773","0","0","0","0","0","0","20221103"
"202210","분당선","서울숲","84","0","2400","608","5107","5479","12662","21616","20658","41743","14980","36123","9002","26175","10558","24192","12883","24571","15117","28139","18758","26591","25983","25854","32403","24353","45888","24255","55246","28308","30669","17625","21553","9317","20360","7759","11873","7308","3524","4006","82","996","0","0","0","0","0","0","20221103"
"202210","신림선","관악산(서울대)","1","2","624","667","1408","1678","4471","3863","5346","11466","3583","14980","3780","14665","5117","9439","7037","7442","8768","8373","10554","6145","12657","4672","12992","3120","10119","3063","6556","4167","2307","3221","1431","2195","1771","1880","1071","2034","509","1456","114","717","0","54","0","0","0","0","20221103"
"202210","신림선","서울대벤처타운","0","0","4730","211","6998","2347","22640","5122","31353","7794","19480","6233","13222","6052","12192","6623","13720","8177","13237","8679","11247","9700","11225","12248","11725","15649","12912","18162","12141","26407","6580","22901","4880","13833","4313","13141","3962","13012","1512","8955","302","3975","0","163","0","0","0","0","20221103"
"202210","신림선","서울지방병무청","0","0","684","284","2221","939","7032","3003","10410","5273","6261","3197","5749","2336","4981","2531","4611","3724","4033","4156","3794","4123","3992","5039","4248","5606","3858","6784","4113","9344","2088","6811","1401","4197","1366","3956","1047","3795","341","2536","77","807","0","0","0","0","0","0","20221103"
"202209","1호선","서울역","588","19","8568","8043","12144","45586","40540","100957","66938","202353","54067","134606","53611","71870","64971","62271","73637","71884","74784","71389","63735","64824","84836","68998","100705","72992","146772","85855","193509","87755","98790","60281","72243","42570","75661","36618","50738","26928","23361","14330","2730","2584","32","267","0","5","0","0","20221003"
"202209","1호선","청량리(서울시립대입구)","928","12","10246","4227","14634","20067","35652","17925","45100","36895","30049","36450","29333","37975","35190","40464","38481","40038","39750","43743","40643","43174","45255","43426","52972","40047","50731","39830","42708","45712","23400","29915","17351","17895","13198","17038","8250","14655","3334","8875","215","3470","4","51","0","0","0","0","20221003"
"202209","2호선","강변(동서울터미널)","38","0","8539","2408","25934","24058","75987","26463","109630","45197","78379","39562","62141","36612","53692","36199","51131","39919","48849","44819","46225","48689","49118","58157","52930","62510","58439","80927","62750","106718","45927","75777","37849","50880","31489","42462","20737","42098","8113","22762","1014","5669","15","94","1","4","0","0","20221003"
"202209","2호선","서울대입구(관악구청)","4094","16","26381","2526","41293","14275","121911","29082","170442","69036","112751","63946","65148","52755","56294","44146","62519","49530","66842","54564","60009","53917","64586","62697","72314","74851","85445","101080","91097","165137","54921","137747","45399","81171","46352","76376","40057","76253","21420","48923","3642","18175","18","3029","0","12","0","0","20221003"
"202209","3호선","경복궁(정부서울청사)","110","0","2418","1648","5717","13375","13362","39676","18897","122379","19164","89621","17257","58024","22639","55111","29669","50223","37310","48911","45590","44307","59329","37466","69705","36002","85499","37118","106425","41892","46032","25404","42205","12192","41721","10180","25962","9553","9994","5414","1085","1547","0","27","1","1","0","0","20221003"
"202209","4호선","미아(서울사이버대학)","72","5","10985","1643","20052","5412","45504","17442","48154","33995","31779","19420","23026","14855","22045","19395","23893","15822","22664","17464","22052","20176","23116","23469","27485","27293","27901","32926","28089","45772","16477","36698","11464","22668","10179","20462","7328","18507","2440","11957","282","3136","2","24","0","0","0","0","20221003"
"202209","4호선","서울역","243","2","3985","862","6071","14535","11828","36599","14191","74301","12452","46908","10504","24926","12589","22804","13914","27062","13213","27166","13760","25315","15990","27453","20252","29786","41882","35231","56627","36138","21278","27845","13869","19549","12805","18096","9974","15898","4813","8707","695","2441","9","290","0","3","0","0","20221003"
"202209","6호선","봉화산(서울의료원)","30","1","4870","879","14741","2461","47457","5994","38527","12724","19431","7269","13712","6035","11739","6166","11724","8046","10420","9147","9674","9351","9076","11948","10128","14477","11742","19733","10689","30358","5792","28438","4090","16067","3396","13448","2660","13442","1138","8300","140","2903","1","191","0","0","0","0","20221003"
"202209","6호선","화랑대(서울여대입구)","20","1","5974","861","20329","3041","59136","7678","54659","18044","26457","13694","17289","8442","15570","9997","15929","8382","16569","9627","14292","9672","15677","12321","19530","14488","19983","22089","17358","34190","8701","31601","5923","17466","4746","16322","3244","14529","1217","10245","141","3660","0","36","0","0","0","0","20221003"
"202209","7호선","공릉(서울과학기술대)","23","0","5941","893","14232","4016","36192","11668","40147","25160","22109","18039","16672","12957","15879","11616","17240","14366","16947","15771","16851","14446","18569","17353","23576","21806","22817","26242","24199","39150","13312","35136","10229","19175","10206","17365","9659","16615","5001","11407","946","3943","4","18","0","0","0","0","20221003"
"202209","9호선","마곡나루(서울식물원)","1","0","3950","1137","10489","7627","30385","17416","30446","47562","14748","20967","11178","12259","11499","10729","13175","10996","14001","11928","14061","12385","16113","13310","20197","15187","33365","23943","41151","34976","18161","30064","14661","16585","14624","14487","12390","14116","6346","9452","869","3729","3","135","0","1","0","0","20221003"
"202209","경부선","서울역","8","3","51","478","119","3235","9980","5376","19748","5689","14512","4822","13957","3699","15876","2205","15901","3714","14778","3441","10427","3285","18812","3848","16949","4262","16751","6872","20091","8660","16648","4858","12155","3193","16141","2851","11869","2737","6514","630","973","37","5","0","0","0","0","0","20221003"
"202209","경원선","청량리(서울시립대입구)","1194","8","5944","1980","7524","11958","27997","17193","42916","26713","24080","32722","29725","34456","24280","33534","28938","30827","36151","32013","29388","34670","37393","36228","36503","35217","33992","33790","40465","51225","24539","33474","26806","18993","21506","20468","11064","12259","5812","7163","158","3283","0","3","0","0","0","0","20221003"
"202209","경의선","서울역","1","0","726","13","1114","7380","3016","25571","3247","39446","2729","20317","1904","7628","2195","6050","3144","4265","3941","6854","4167","3060","6668","3326","8961","3806","17642","5548","30809","6331","11249","3496","6085","1941","6844","2318","1150","223","2765","1337","12","109","0","2","0","0","0","0","20221003"
"202209","공항철도 1호선","마곡나루(서울식물원)","9","1","2205","749","4762","9994","14106","24879","15254","61777","8139","24437","5320","8980","6013","5346","7087","5872","6477","6318","7084","5769","9761","6129","17699","7207","46245","10679","46265","15912","16734","11127","10790","7112","8624","6633","5717","6767","2460","4089","368","2307","0","14","0","1","0","0","20221003"
"202209","공항철도 1호선","서울역","248","0","2759","1202","2806","11749","10689","18677","13328","24535","11110","20803","11907","15595","13521","14625","16789","16692","16852","15700","13325","14077","20055","14342","23793","16001","27547","18175","31645","20452","23174","17167","17717","11282","20480","9337","14631","7774","7784","2874","342","1246","7","4","0","5","0","0","20221003"
"202209","분당선","서울숲","58","0","2289","652","5020","5317","12840","21501","20892","41282","14270","32593","7884","20254","8879","18659","10986","20095","13172","23221","15654","22266","20817","22248","27094","22020","40099","23512","51321","29831","30406","18605","21406","9133","19795","7539","12828","7133","3715","3866","110","881","0","1","0","0","0","0","20221003"
"202209","신림선","관악산(서울대)","1","1","532","682","1309","1933","4617","3977","4988","11020","3585","14388","3497","12666","4875","8334","6186","6300","7820","6760","8873","5701","10958","5139","12107","3416","10830","3175","7863","3739","2776","3192","1513","2065","1266","1806","1001","1909","550","1334","119","804","0","70","0","0","0","0","20221003"
"202209","신림선","서울대벤처타운","4","0","4115","181","6370","1949","21184","4489","29457","7151","17086","5898","11944","5610","10780","6517","11845","7811","11983","7896","10598","8726","10115","10929","11155","14808","12202","16230","11557","24728","6545","21361","4595","12179","3970","11659","3558","11532","1428","8396","374","4131","1","147","0","0","0","0","20221003"
"202209","신림선","서울지방병무청","0","0","669","193","2127","819","6676","3189","9851","4798","5805","2684","5357","2059","4147","2569","3956","3798","3514","3559","3383","3785","3945","4513","3969","5037","3797","6130","3864","8651","1801","6284","1297","3917","1044","3459","842","3429","285","2450","81","835","0","0","0","0","0","0","20221003"
"202208","1호선","서울역","573","19","8638","8274","12332","45706","39560","102779","63523","200999","51463","135243","53148","73952","66606","63535","73670","72828","76256","70496","62414","61782","82192","66485","98171","68334","147450","79113","196734","85871","99429","55013","68290","38921","74523","33974","48797","24894","22497","12503","2017","2148","0","208","0","1","0","0","20220903"
"202208","1호선","청량리(서울시립대입구)","915","17","10286","4451","15174","21761","34968","17224","44626","34255","29439","30996","29565","36968","34584","40049","37908","38921","39369","40423","38655","42144","42876","42073","51039","38106","48765","38252","41598","46241","22427","29905","16358","17525","11874","16774","7626","15136","3086","8582","173","3132","0","6","0","0","0","0","20220903"
"202208","2호선","강변(동서울터미널)","18","0","8660","2269","26630","22755","76037","27501","110297","49117","80495","42037","63889","38757","56051","36715","52189","41224","49214","45185","45717","46896","47645","55481","51858","60911","57441","77974","63206","109399","43754","77209","36559","51896","31090","43015","21290","42072","8661","22002","980","5560","2","16","0","1","0","0","20220903"
"202208","2호선","서울대입구(관악구청)","4226","16","27452","2542","42736","14245","122277","28388","175251","59622","116566","57526","67650","46626","57157","43592","62577","48170","65201","52133","57002","53905","58924","61019","67510","73642","76704","102478","84434","173268","51133","139497","43386","82566","44450","77658","38025","78136","19189","46001","2899","17062","4","3186","0","0","0","0","20220903"
"202208","3호선","경복궁(정부서울청사)","97","0","2442","1684","5914","13592","13217","36860","18604","112314","17736","62793","16283","41726","20154","41172","24918","38411","29433","38529","34674","35401","41878","31372","49398","29862","69122","30140","101214","33017","39823","20219","32904","11274","32284","9685","22047","9119","8111","5160","957","1292","3","31","0","0","0","0","20220903"
"202208","4호선","미아(서울사이버대학)","73","6","10781","1480","20912","5212","44728","14675","48177","29005","30735","18471","23089","14871","21173","14540","22539","15288","21384","16356","19148","17493","19506","22170","23154","24642","23841","31355","26131","44095","15102","37035","10444","22083","8268","20771","6520","17954","2249","11747","244","2352","0","1","0","0","0","0","20220903"
"202208","4호선","서울역","228","2","4528","900","5896","14348","11582","37512","13836","77147","11794","46296","10473","26072","12290","24539","13492","28846","13203","28104","13674","25399","14618","28189","19299","30077","42249","34903","59623","35744","20093","26453","13102","18776","12007","16978","9281","14441","4491","7618","546","1950","1","199","0","0","0","0","20220903"
"202208","6호선","봉화산(서울의료원)","45","2","4964","935","14644","2564","47120","5756","36888","12920","18073","7545","13170","6160","11099","6316","11497","7773","10343","8989","9444","8896","8940","11304","10025","12998","11465","18949","10926","30392","5479","29578","4100","15923","3204","12989","2783","12795","1089","7837","155","2658","1","157","0","0","0","0","20220903"
"202208","6호선","화랑대(서울여대입구)","16","0","5978","821","21341","2941","57690","6708","50743","11801","23866","7033","15366","6157","13313","6224","13861","7396","14468","8646","11036","8265","12028","10891","13752","12690","13577","20058","11742","34066","6483","31027","4347","17243","3680","15315","2883","14030","1084","9503","114","3262","0","60","0","0","0","0","20220903"
"202208","7호선","공릉(서울과학기술대)","26","0","6035","888","14727","4147","35972","9891","40410","19865","22638","13812","16262","10055","15118","10347","16623","12963","15964","13525","15026","13480","15452","16030","18251","19837","18758","24549","20664","38719","11278","34692","8978","19045","8223","17244","7317","16150","3597","11077","525","3586","0","12","0","0","0","0","20220903"
"202208","9호선","마곡나루(서울식물원)","1","0","4137","1331","10554","7958","29831","17946","29884","49590","14283","21199","10996","12267","11364","10794","12590","10825","13335","11612","13124","11837","15255","12384","18942","14710","34081","23214","44249","36204","18568","30683","15274","16658","15321","14192","12572","13898","6327","8861","875","3288","1","109","0","0","0","0","20220903"
"202208","경부선","서울역","5","2","72","524","105","3377","9734","5639","19563","5936","14445","5407","13816","4265","18381","2439","16151","3880","15936","3861","11098","3124","19653","3720","17985","3800","16926","6241","20548","8660","17886","4342","10484","2957","17326","2537","12124","2299","7066","540","819","38","9","1","0","0","0","0","20220903"
"202208","경원선","청량리(서울시립대입구)","1221","11","6145","1917","7635","11811","27755","16175","42638","25150","23338","30906","30240","34379","23856","34619","29874","31897","37713","32565","28135","34518","36644","35051","34697","34278","32913","32631","38722","51671","23111","32515","25402","19128","20465","20179","10624","11796","6320","6808","244","3027","1","0","0","0","0","0","20220903"
"202208","경의선","서울역","2","0","730","7","1254","7555","3163","23638","3005","37338","2506","18996","1896","7127","2120","5369","2901","4180","3723","6821","3831","3112","5712","3153","8296","3344","16695","5132","30787","5994","10753","3437","5576","2031","6406","2279","1181","184","2524","1107","1","113","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","마곡나루(서울식물원)","8","1","2303","780","4537","10019","13105","25697","14022","60098","6993","23149","4517","8697","5292","4874","6237","5182","5669","5436","5930","4964","8263","5124","15198","5997","46214","9169","47008","15284","16110","10736","11031","6453","8542","5972","5619","5862","2214","3584","323","2113","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","서울역","187","1","3045","1195","2915","11639","10892","18061","12994","24254","10407","21193","11810","16729","14370","15356","16971","17812","17411","15621","13256","13579","19494","14324","22503","16032","26586","17454","31170","20031","22291","16195","15787","11104","19074","9308","13656","7090","7760","2912","87","1469","0","0","0","0","0","0","20220903"
"202208","분당선","서울숲","69","2","2649","637","4946","5527","12675","22674","21166","42829","14319","32182","7986","18799","8203","16303","10022","16800","11996","19229","13229","18108","17243","18226","22200","18202","38943","20876","50968","28398","28316","18218","18993","9249","18097","7591","12098","6891","3523","3755","86","902","0","0","0","0","0","0","20220903"
"202208","신림선","관악산(서울대)","3","1","480","705","1422","1872","4375","3595","4920","8842","3613","12404","3661","12554","4592","8055","6077","5759","6580","6124","8287","5865","10773","4763","11936","3461","10356","3288","7786","3798","3036","3191","1493","1906","953","1712","720","1903","364","1250","117","735","0","45","0","0","0","0","20220903"
"202208","신림선","서울대벤처타운","2","0","4133","203","6043","1819","19371","4359","27250","7204","16023","5936","11050","6037","10251","6498","11338","7644","11076","7684","9670","8360","9273","10378","10115","13283","11481","15697","11175","24830","6474","20868","4508","11517","3664","11306","3374","10959","1360","7670","328","3603","1","69","0","0","0","0","20220903"
"202208","신림선","서울지방병무청","0","0","640","237","1887","846","6103","3530","8763","4848","5405","2614","5018","2288","4264","2549","3990","4109","3526","3553","3165","3612","4144","4222","4091","4658","3808","5918","3906","8437","1909","6149","1321","3768","1169","3317","865","3325","305","2230","68","748","0","4","0","0","0","0","20220903"
"202207","1호선","서울역","511","13","9109","8251","12723","45371","39553","104056","64302","206824","52500","136248","55011","73582","67533","62972","76765","72532","78052","71213","64077","63636","84230","67595","99665","69281","147521","82630","197050","89167","96556","57677","69940","41748","76212","36900","50850","26906","21230","14178","561","2478","0","200","0","0","0","0","20220803"
"202207","1호선","청량리(서울시립대입구)","928","16","10767","4774","15319","22618","36057","17999","46330","35924","30642","33266","30959","37441","35058","39630","38836","39427","39073","40787","38077","41162","42367","41412","51018","39111","49919","40938","42146","47263","23385","30279","18311","18311","13452","18146","8186","15921","3246","9628","147","3276","0","0","0","0","0","0","20220803"
"202207","2호선","강변(동서울터미널)","28","0","8860","2329","27524","22649","78538","27005","113183","48647","81165","41111","65919","38952","58090","36627","54357","41597","51356","46648","47552","49376","49728","57541","54794","64013","59935","80768","65673","111253","45384","78937","36015","53654","31054","46628","20841","44450","8394","25141","977","5750","0","2","1","0","0","0","20220803"
"202207","2호선","서울대입구(관악구청)","3921","13","28574","2636","43984","14883","125244","30209","175959","64643","118515","60094","67545","48645","60445","47976","65716","51072","69990","55612","60760","57678","62931","63846","71449","75992","82068","104597","89910","174276","54141","139780","47163","84492","47112","81343","42299","82721","20099","51354","2794","18505","0","3393","0","0","0","0","20220803"
"202207","3호선","경복궁(정부서울청사)","103","0","2574","1801","6243","13991","13566","38912","19692","117008","18922","70525","17630","45368","22845","43714","28729","40175","34581","39254","39450","35931","45888","30839","51296","31638","72357","31401","102078","34805","40473","20798","33361","11601","34086","10389","23932","9783","8077","6121","12","415","1","0","2","2","0","0","20220803"
"202207","4호선","미아(서울사이버대학)","71","5","11168","1539","21718","5833","47220","14560","48513","29968","32415","19379","24172","16102","21449","15116","24143","15629","21980","17308","20497","17590","20250","22966","23242","25163","24222","32009","26799","45420","15524","37584","10971","23249","8767","21581","6589","18863","2335","12956","2","72","0","1","0","0","0","0","20220803"
"202207","4호선","서울역","207","1","4743","832","6019","14695","12171","37820","14400","76655","12189","47800","10701","26146","12722","24530","14739","29227","14264","29288","14333","26341","15721","28672","20289","30616","44365","36119","59220","37677","20493","27514","13399","20045","13074","18510","10049","16587","4059","8389","8","2046","0","0","0","0","0","0","20220803"
"202207","6호선","봉화산(서울의료원)","34","0","5247","998","15410","2785","47688","6238","38005","13167","18627","7560","13581","6506","11564","6481","11628","8336","10920","9725","9589","9802","9289","11534","10361","13582","12547","19090","11142","30289","5781","28896","4436","16364","3530","14053","2947","13919","1110","9062","144","2785","0","137","0","0","0","0","20220803"
"202207","6호선","화랑대(서울여대입구)","14","0","6380","916","21662","3055","58716","6839","52930","14105","25593","7434","16417","6219","14069","6624","14442","8084","16291","9134","12279","8580","12184","11358","14309","13313","14263","20327","12328","33883","6498","31134","4652","17646","4128","16441","3042","14913","1203","10626","120","3517","0","12","0","0","0","0","20220803"
"202207","7호선","공릉(서울과학기술대)","16","0","6589","947","15087","4466","37028","11603","41912","21099","23454","17155","17307","11208","16845","10688","18285","13564","17536","14043","16449","13936","17205","16497","19871","20945","20222","25100","21599","38716","11615","36332","9793","19613","9024","18364","7561","17054","3600","12164","639","3692","0","0","0","0","0","0","20220803"
"202207","9호선","마곡나루(서울식물원)","1","0","4386","1250","10859","8840","30248","18368","30625","51135","14597","21590","11280","12744","12222","11500","13276","11394","13891","12313","13704","12130","16173","12886","19878","15627","34150","24110","45331","36871","19144","30954","16300","17754","16413","15140","14006","15085","7120","9770","914","3474","0","110","0","0","0","0","20220803"
"202207","경부선","서울역","2","0","71","459","99","3219","10367","5348","19256","5779","14358","5072","14890","3869","18657","2364","16245","3755","16417","3620","11072","3319","19601","3661","17084","3911","16272","6399","19847","8847","16716","4432","11257","3170","17269","2793","12354","2437","5928","585","141","26","2","0","0","0","0","0","20220803"
"202207","경원선","청량리(서울시립대입구)","1247","7","6069","1753","8014","11822","28407","16744","43273","26046","24023","31552","33267","33294","24886","35207","30190","32293","38003","33292","29678","35211","36809","37249","35953","35778","34906","34827","39158","51719","25076","35892","28218","19606","19842","21682","10647","12673","5280","7280","142","3251","0","32","0","0","0","0","20220803"
"202207","경의선","서울역","2","0","938","16","1304","8008","3125","24302","3013","38147","2599","19295","2036","7074","2073","5245","3027","3915","3972","6802","3838","3274","6013","3316","8378","3515","17133","5363","30356","5997","10717","3616","5828","1913","6935","2373","1192","211","2577","1189","1","132","0","0","0","0","0","0","20220803"
"202207","공항철도 1호선","마곡나루(서울식물원)","6","2","2278","883","4723","10326","13655","26722","14509","62778","7302","24780","4541","8669","5746","5019","6508","5155","6121","5899","6151","5383","8433","5265","16124","6015","47993","9706","48166","15220","16715","11134","11327","6754","8682","6168","5973","6295","2330","3980","391","2340","0","0","0","0","0","0","20220803"
"202207","공항철도 1호선","서울역","200","0","2992","1186","2910","11417","10969","17882","13119","24412","10354","20818","11867","16493","14817","14733","17291","17037","17407","15153","13545","13983","20148","14195","22692","16070","26383","17523","30762","20832","21065","16361","15923","11690","18546","9510","13943","8471","7527","3382","14","1713","0","0","0","0","0","0","20220803"
"202207","분당선","서울숲","70","0","2767","678","5185","5542","13196","22782","21177","44976","14322","33621","8273","19084","8796","16506","10602","17076","12193","19660","13372","17431","17400","17719","22286","18657","38553","21184","51213","28684","26891","19152","20480","9414","19084","8015","13914","7469","3902","4051","90","963","0","0","0","0","0","0","20220803"
"202207","신림선","관악산(서울대)","3","1","526","968","1407","2191","4475","4156","4973","10527","3658","14562","4101","14834","5013","8939","6445","6332","8011","6350","9673","5792","11576","5094","13173","3803","11991","3355","8979","3853","3494","3106","1949","1982","1111","1789","874","1915","333","1393","74","555","1","42","0","0","0","0","20220803"
"202207","신림선","서울대벤처타운","0","0","3972","162","5751","1841","18292","4537","25547","7477","15095","5886","10778","5852","10432","6475","11553","7786","10703","7831","9450","8675","9054","10137","9957","12917","11665","15349","11539","23462","6500","19953","4841","11416","4025","11090","3754","10875","1344","7922","257","2894","0","66","0","0","0","0","20220803"
"202207","신림선","서울지방병무청","2","0","573","205","1681","829","5568","3093","8062","4391","5278","2794","4865","2247","4104","2504","3946","3937","3613","3396","3460","3666","3781","4046","3652","4542","3779","5626","3798","7608","1874","5403","1180","3619","973","3280","798","3133","272","2191","64","569","0","0","0","0","0","0","20220803"
"202206","1호선","서울역","646","24","8433","7694","12608","46963","39233","100397","65106","201687","54833","136594","54970","72279","65919","63975","73911","71095","75158","70182","62452","63752","83128","66858","94518","68962","144662","80449","194098","85268","97875","56132","69808","39704","76345","35471","51224","26045","20385","15480","158","1332","1","4","0","1","0","0","20220703"
"202206","1호선","청량리(서울시립대입구)","887","14","10765","4593","14934","22471","35371","17531","45883","35718","30613","33617","29986","37315","34624","40552","38610","40209","39647","42390","40356","42786","43355","41554","52228","38422","49382","39050","41399","45949","22624","30115","18205","18431","13636","17345","8698","15743","3165","9765","84","1613","0","0","0","0","0","0","20220703"
"202206","2호선","강변(동서울터미널)","30","2","8373","2394","27379","23709","76751","27542","111007","47337","78950","40935","64278","37250","55877","35506","53064","40312","48816","44126","45436","47902","49129","55587","52723","62741","59256","76994","64728","105772","45490","75504","35872","51889","29095","45224","20431","43013","7783","24291","664","4999","0","13","0","0","0","0","20220703"
"202206","2호선","서울대입구(관악구청)","3670","17","27726","2649","43206","14882","122060","30608","172422","63854","114287","61113","66392","51029","59090","45903","64285","49881","68880","54883","60253","55639","63862","63780","70878","74229","78442","99908","84579","167538","52856","135373","45556","81008","46504","78324","41865","79575","19172","49242","2546","17400","1","2766","0","0","0","0","20220703"
"202206","3호선","경복궁(정부서울청사)","81","0","2459","1623","6141","16606","13429","43204","20122","130742","19964","95932","19224","73119","26002","61482","35400","53503","45118","50393","54507","47248","62113","37659","69826","37878","82352","31910","109677","32742","47156","19917","37603","11331","36065","10493","24817","9321","8423","6051","9","517","0","0","0","0","0","0","20220703"
